Date,Positive sentiment (Total),Negative sentiment (Total),Weighted sentiment (Total),Social Dominance,Active Addresses 24h,MVRV Ratio (1d),NVT Ratio (with Transaction Volume),Supply on Exchanges,Whale Transaction Count (>100k USD),Percent of Stablecoin Total Supply held by Whales with more than 5 million USD,Development Activity,Transaction Volume,Network Growth
2021-06-24T00:00:00.000Z,3078.64381223917,1231.055666685104,0,25.96685736997,775122,0.0053910819700000445,31.495470921217,3032911.5593612157,87255,50.353315054326,438,4463948.417560901,2370087
2021-06-25T00:00:00.000Z,3088.782295107841,1537.003273785114,0,28.31607385522,775122,0.0053910819700000445,31.495470921217,3032911.5593612157,87255,50.353315054326,438,4463948.417560901,2370087
2021-06-26T00:00:00.000Z,2264.018382430077,1456.741644382477,0,26.740428058468,775122,0.0053910819700000445,31.495470921217,3032911.5593612157,87255,50.353315054326,438,4463948.417560901,2370087
2021-06-27T00:00:00.000Z,2098.598178684711,1279.509548008442,0,25.112526703641,775122,0.0053910819700000445,31.495470921217,3032911.5593612157,87255,50.353315054326,438,4463948.417560901,2370087
2021-06-28T00:00:00.000Z,2438.363339424133,1386.369947135448,0,26.105803981776,775122,0.0053910819700000445,31.495470921217,3032911.5593612157,87255,50.353315054326,438,4463948.417560901,2370087
2021-06-29T00:00:00.000Z,2252.978757202625,1279.515865027905,0,24.087513074187,775122,0.0053910819700000445,31.495470921217,3032911.5593612157,87255,50.353315054326,438,4463948.417560901,2370087
2021-06-30T00:00:00.000Z,2377.055135667324,1177.87401664257,0,22.954413969435,775122,0.0053910819700000445,31.495470921217,3032911.5593612157,87255,50.353315054326,438,4463948.417560901,2370087
2021-07-01T00:00:00.000Z,2361.539361059666,1081.222986221313,0,22.874370979197,812879,-0.018154420738999977,42.978924055148,3042705.379393019,83170,50.801134316609,604,3146124.7213126216,2489447
2021-07-02T00:00:00.000Z,2269.646541655064,987.025891304016,0,22.469610115394,812879,-0.018154420738999977,42.978924055148,3042705.379393019,83170,50.801134316609,604,3146124.7213126216,2489447
2021-07-03T00:00:00.000Z,2490.421344697475,997.314980506897,0,24.690474567667,812879,-0.018154420738999977,42.978924055148,3042705.379393019,83170,50.801134316609,604,3146124.7213126216,2489447
